code,display,definition,system_url,system_name
OT,Operation Theatre,Operation Theatre,http://fhir.hie.moh.gov.my/CodeSystem/location-type-my-core,CodeSystemLocationTypeMyCore
SCS,Specimen Collecting Site,Specimen Collecting Site,http://fhir.hie.moh.gov.my/CodeSystem/location-type-my-core,CodeSystemLocationTypeMyCore
