code,display,definition,system_url,system_name
280,For Intravenous Infusion Only,For Intravenous Infusion Only,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
290,For topical use,For topical use,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
300,Further dilute with ______ Dext 5%. Inf ____ hr,Further dilute with ______ Dext 5%. Inf ____ hr,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
310,Further dilute with ______ NS. Inf ____ hr,Further dilute with ______ NS. Inf ____ hr,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
320,"If rash, fever, sore throat or eye irritation occurs,","If rash, fever, sore throat or eye irritation occurs,",http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
330,Keep away from direct sunlight,Keep away from direct sunlight,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
340,Leave for 10 minutes. Then rinse thoroughly,Leave for 10 minutes. Then rinse thoroughly,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
350,Leave for 24 hours then wash off.,Leave for 24 hours then wash off.,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
360,Leave for 4 minutes. Rinse thoroughly with warm water,Leave for 4 minutes. Rinse thoroughly with warm water,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
370,Leave for 8-12 hours. Wash thoroughly with warm water,Leave for 8-12 hours. Wash thoroughly with warm water,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
380,Leave in the mouth as long as possible,Leave in the mouth as long as possible,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
384,"May cause drowsiness, dizziness and dry mouth. Take as directed","May cause drowsiness, dizziness and dry mouth. Take as directed",http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
390,May cause drowsiness. Take as directed,May cause drowsiness. Take as directed,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
400,No food atleast 2 hr before at least 1hr after dose,No food atleast 2 hr before at least 1hr after dose,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
404,Not for IV use,Not for IV use,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
410,Place tab on tongue. Let it dissolve before swallowing,Place tab on tongue. Let it dissolve before swallowing,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
420,Protect this medicine from light,Protect this medicine from light,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
430,Protect this medicine from moisture and light,Protect this medicine from moisture and light,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
440,Recons with Manufacturer Supplied Diluent,Recons with Manufacturer Supplied Diluent,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
450,Recons with Normal Saline,Recons with Normal Saline,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
454,Recons with Normal Saline/ WFI,Recons with Normal Saline/ WFI,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
460,Recons with Water for Inj (WFI),Recons with Water for Inj (WFI),http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
470,Rinse mouth after inhalation,Rinse mouth after inhalation,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
474,Shake 3-5 times before using,Shake 3-5 times before using,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
480,Shake well before use,Shake well before use,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
490,Shake well before use. For external use only.,Shake well before use. For external use only.,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
500,Soak/wash the affected part for 5-10 minute,Soak/wash the affected part for 5-10 minute,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
510,Stand/sit upright at least 30min. Do not lie down,Stand/sit upright at least 30min. Do not lie down,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
514,"Store between 2-°C, do not freeze","Store between 2-°C, do not freeze",http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
516,"Store unopened between 2-8°C, do not freeze","Store unopened between 2-8°C, do not freeze",http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
520,Swallow whole tablet/ capsule with a full glass of water.,Swallow whole tablet/ capsule with a full glass of water.,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
530,Swallow whole tablet/ Dissolve in a little water,Swallow whole tablet/ Dissolve in a little water,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
540,Swallow with full glass of water while standing upright,Swallow with full glass of water while standing upright,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
550,Take 15-30 minute before meal,Take 15-30 minute before meal,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
560,Take 30 minute before food or 2 hours after food,Take 30 minute before food or 2 hours after food,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
564,Take 30 mins before meal,Take 30 mins before meal,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
570,Take at regular intervals,Take at regular intervals,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
580,Take consistently at the same time everyday,Take consistently at the same time everyday,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
590,Take every 5 min if pain.See Dr if pain persist,Take every 5 min if pain.See Dr if pain persist,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
600,Take medicine as directed by pharmacist,Take medicine as directed by pharmacist,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
610,Take medicine at 6pm everyday,Take medicine at 6pm everyday,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
620,Take medicine preferably at bedtime,Take medicine preferably at bedtime,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
624,"Take medicine preferably at bedtime, but not immediately before going to bed","Take medicine preferably at bedtime, but not immediately before going to bed",http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
630,Take medicine regularly. Avoid abrupt discontinuation,Take medicine regularly. Avoid abrupt discontinuation,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
640,Take regularly and complete the whole course as directed.,Take regularly and complete the whole course as directed.,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
650,Take with a full glass of water or juice,Take with a full glass of water or juice,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
660,Take with fatty meals regularly complete the course,Take with fatty meals regularly complete the course,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
670,Take with food or milky drinks,Take with food or milky drinks,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
680,Take with full glass of water,Take with full glass of water,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
690,Take with full glass of water Stand/sit upright atleast 1hr,Take with full glass of water Stand/sit upright atleast 1hr,http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,CodeSystemDrugSpecialInstructionMyCore
