code,display,definition,system_url,system_name
padi,PADI,Pedatang Asing Dengan Izin,http://fhir.hie.moh.gov.my/CodeSystem/foreigner-type-my-core,CodeSystemForeignerTypeMyCore
pati,PATI,Pedatang Asing Tanpa Izin,http://fhir.hie.moh.gov.my/CodeSystem/foreigner-type-my-core,CodeSystemForeignerTypeMyCore
